"jurisdiction","jurisdiction_code","indicator_id","indicator_text","points_possible","answer","points_awarded","source_url","source_title","source_type","source_date","accessed_date","evidence_quote","protocol_step","note"
"Virginia","VA","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No 2023-or-later Governor's Honor Awards artifact could be opened","4","Searched dhrm.virginia.gov and the Governor's newsroom; every Governor's Honor Awards landing URL tried returned HTTP 404 and the only dated artifact found is a points-of-contact PDF labeled 2021, below the recency floor. The undated points-of-contact PDF fetched as undecodable binary and the July 2025 DHRM HR Highlights bulletin was opened and does not mention the Honor Awards. Scope traps applied: Governor's Volunteerism and Community Service Awards rejected as wrong population (private citizens/volunteers) and VCU's Excellence in Virginia Government Awards rejected as a university-issued program."
"Washington","WA","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","YES","20","https://www.thefactsnewspaper.com/post/state-productivity-board-approves-cash-awards-for-employee-suggestions-more-than-9-8-million-saved","State Productivity Board approves cash awards for employee suggestions","NEWS","2025-08-28","2026-07-31","Board approved awards to two teams of state employees saving $9.8 million","1","All sos.wa.gov Productivity Board pages and news items returned HTTP 403, as did chronline.com and bigcountrynewsconnection.com. This article was opened and read; it explicitly states the Washington State Productivity Board voted on August 28 2025 to approve cash awards to 17 named state employees on two teams, satisfying the documented award cycle prong."
"Washington DC","DC","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No District-wide honoree list or ceremony dated 2023 or later","4","Downgraded from YES at coordinator request for consistency with the sub-statewide rule applied to Louisiana State Police, Maryland State Police and Maine Judicial Branch. Found but rejected as sub-statewide: mpdc.dc.gov/awards, which posts dated Metropolitan Police Department Annual Awards Ceremony programs for May 2023 (23rd), May 2024 (24th) and May 2025 (25th) and honors a mixed population of officers, civilian employees and District residents rather than the District workforce generally. Searched DCHR and the Mayor's office for a District-wide artifact: the Calvin Cafritz Awards for Distinguished DC Government Employees are District-wide, but every 2023-or-later announcement is issued by the Cafritz Foundation or George Washington University (rejected as private-association and university issuers), and the only District-issued Cafritz release, mayor.dc.gov honoring the 19th and 20th Annual gala, was opened and is dated 2022-06-30, below the recency floor. edpm.dc.gov returned HTTP 520."
"West Virginia","WV","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","http://www.wvlegislature.gov/committees/interims/agenda.cfm?recordid=2871&abb=empsug","Employee Suggestion Award Board - West Virginia Legislature","OFFICIAL","2021-09-28","2026-07-31","Most recent Employee Suggestion Award Board meeting shown is September 28 2021","4","The Employee Suggestion Award Board page was opened and its most recent meeting agenda is dated 2021-09-28, which is below the 2023 recency floor. Searches for 2024 or 2025 board minutes, awards or any other statewide West Virginia state-employee honoree list returned nothing qualifying; the Governor's Arts Awards were rejected as wrong population (private citizens)."
"Wisconsin","WI","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","YES","20","http://dpm.wi.gov/Pages/HR_Admin/VirginiaHartAwards_AboutAward.aspx","Division of Personnel Management - Virginia Hart Special Recognition Award","OFFICIAL","2025","2026-07-31","2025 winner Samina Grimes Department of Workforce Development plus two honorable mentions","4","The DPM page (reached via a 301 redirect from the dpm.wi.gov About_Us path) was opened and publishes the 2025 Virginia Hart Special Recognition Award winner and two 2025 honorable mentions, all career state employees, satisfying the published honoree list prong within the recency floor."
"Wyoming","WY","I4","Is there a published honoree list OR a documented ceremony/award cycle in the last 3 years?","20","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No Wyoming honoree list or dated ceremony found","4","Searched ai.wyo.gov (Administration and Information, including Human Resources and For State Employees) and the Governor's office for any Suggestion Award Board honoree announcement, award total or ceremony; only the enabling administrative rules describing the program were located and no dated 2023-or-later award or ceremony record was found. Scope traps applied: the Wyoming RISE Award was rejected as wrong population (K-12 school district employees) and University of Wyoming Staff Recognition Day was rejected as a university issuer."
"Alabama","AL","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","YES","15","https://governor.alabama.gov/newsroom/2024/04/alabama-state-employee-recognition-week-3/","Alabama State Employee Recognition Week Proclamation","OFFICIAL","2024-04-19","2026-07-31","Governor Ivey proclamation designating Alabama State Employee Recognition Week","3","Governor's newsroom proclamation archive; PDF proclamation dated April 19 2024 opened and confirmed."
"Alaska","AK","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","YES","15","https://gov.alaska.gov/public-service-recognition-week-2/","Public Service Recognition Week Proclamation - Gov. Dunleavy","OFFICIAL","2024-05-05","2026-07-31","Proclaims May 5-11 2024 Public Service Recognition Week in Alaska","3","Governor's proclamation archive; document also proclaims May 8 2024 State Employee Appreciation Day."
"Arizona","AZ","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","COULDNT_CHECK","0","https://doa.az.gov/news/governor-hobbs-proclaims-may-10-state-employee-recognition-day","Governor Hobbs Proclaims May 10 State Employee Recognition Day","NONE","UNDATED","2026-07-31","Page not readable - blocked","2","Only candidate page (doa.az.gov news release) returns HTTP 403; azgovernor.gov offers no proclamation archive, only a request form. Ducey items found were 2019 and 2021, below the floor. No 2023-or-later document could be opened."
"Arkansas","AR","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No proclamation found","2","Searched governor.arkansas.gov press releases and site searches for Public Service Recognition Week; only a proclamation request form and an unrelated 2025 Correctional Officers Week proclamation were found. A 2026 Senate Resolution SR39 referencing PSRW exists but its PDF was undecodable and a legislative resolution is not a proclamation. No dated gubernatorial proclamation found at any date."
"California","CA","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No proclamation found","2","Searched the gov.ca.gov proclamations category and site-restricted searches for Public Service Recognition Week 2023-2025; only federal, county (Sonoma), judicial-branch and agency observance pages returned. No governor's proclamation found at any date."
"Colorado","CO","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","COULDNT_CHECK","0","https://dpa.colorado.gov/news/public-service-recognition-week","Public Service Recognition Week - Department of Personnel and Administration","NONE","UNDATED","2026-07-31","Page not readable - blocked","3","dpa.colorado.gov news page and its PSRW proclamation PDF both return HTTP 403, as do governorsoffice.colorado.gov and colorado.gov/governor. Search indicated a Polis PSRW proclamation for May 3-9 2020 (below floor); no 2023-or-later document could be opened."
"Connecticut","CT","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","NO","0","NONE","NONE","NONE","UNDATED","2026-07-31","No proclamation found","2","Searched portal.ct.gov governor press releases and proclamation pages for Public Service Recognition Week 2023-2025; only the proclamation request and requirements pages returned, which state that proclamations are not automatically reissued each year. No PSRW proclamation found at any date."
"Delaware","DE","I5","Was a PSRW (or state equivalent) proclamation issued in the last 3 years?","15","YES","15","https://news.delaware.gov/2023/05/08/governor-carney-celebrates-public-service-recognition-week-may-7-13/","Governor Carney Celebrates Public Service Recognition Week May 7-13","OFFICIAL","2023-05-08","2026-07-31","Governor Carney signed proclamation announcing May 7-13 2023 Public Service Recognition Week","2","Scored on the dated signed proclamation only, not on the standing statutory designation in 29 Del. C. 5950, which is I1 material."
