jurisdiction,indicator,raw_value,raw_unit,reference_year,source_id,source_url,source_file,locator,status,verification_method,verification_result,extracted_at,notes
Kentucky,I5_REAL_TRAJECTORY,2019=998;2024=1283,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 21000 Kentucky -- Statewide.csv :: CSV data row 243, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 21000 Kentucky -- Statewide.csv :: CSV data row 232, column 'annual_avg_wkly_wage' (both area_fips=21000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=82631, 2024=85583. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Kentucky 2019 wkly: 998.0 in [600, 3000]; M2 2024: Kentucky 2024 wkly: 1283.0 in [600, 3000]."
Louisiana,I5_REAL_TRAJECTORY,2019=1024;2024=1271,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 22000 Louisiana -- Statewide.csv :: CSV data row 238, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 22000 Louisiana -- Statewide.csv :: CSV data row 239, column 'annual_avg_wkly_wage' (both area_fips=22000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=75326, 2024=75971. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Louisiana 2019 wkly: 1024.0 in [600, 3000]; M2 2024: Louisiana 2024 wkly: 1271.0 in [600, 3000]."
Maine,I5_REAL_TRAJECTORY,2019=964;2024=1288,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 23000 Maine -- Statewide.csv :: CSV data row 143, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 23000 Maine -- Statewide.csv :: CSV data row 121, column 'annual_avg_wkly_wage' (both area_fips=23000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=22082, 2024=22209. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Maine 2019 wkly: 964.0 in [600, 3000]; M2 2024: Maine 2024 wkly: 1288.0 in [600, 3000]."
Maryland,I5_REAL_TRAJECTORY,2019=1175;2024=1567,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 24000 Maryland -- Statewide.csv :: CSV data row 267, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 24000 Maryland -- Statewide.csv :: CSV data row 250, column 'annual_avg_wkly_wage' (both area_fips=24000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=99716, 2024=108040. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Maryland 2019 wkly: 1175.0 in [600, 3000]; M2 2024: Maryland 2024 wkly: 1567.0 in [600, 3000]."
Massachusetts,I5_REAL_TRAJECTORY,2019=1416;2024=1753,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 25000 Massachusetts -- Statewide.csv :: CSV data row 217, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 25000 Massachusetts -- Statewide.csv :: CSV data row 207, column 'annual_avg_wkly_wage' (both area_fips=25000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=114438, 2024=116748. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Massachusetts 2019 wkly: 1416.0 in [600, 3000]; M2 2024: Massachusetts 2024 wkly: 1753.0 in [600, 3000]."
Michigan,I5_REAL_TRAJECTORY,2019=1261;2024=1522,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 26000 Michigan -- Statewide.csv :: CSV data row 188, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 26000 Michigan -- Statewide.csv :: CSV data row 175, column 'annual_avg_wkly_wage' (both area_fips=26000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=159818, 2024=157495. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Michigan 2019 wkly: 1261.0 in [600, 3000]; M2 2024: Michigan 2024 wkly: 1522.0 in [600, 3000]."
Minnesota,I5_REAL_TRAJECTORY,2019=1289;2024=1617,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 27000 Minnesota -- Statewide.csv :: CSV data row 158, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 27000 Minnesota -- Statewide.csv :: CSV data row 148, column 'annual_avg_wkly_wage' (both area_fips=27000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=81848, 2024=84927. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Minnesota 2019 wkly: 1289.0 in [600, 3000]; M2 2024: Minnesota 2024 wkly: 1617.0 in [600, 3000]."
Mississippi,I5_REAL_TRAJECTORY,2019=951;2024=1185,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 28000 Mississippi -- Statewide.csv :: CSV data row 240, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 28000 Mississippi -- Statewide.csv :: CSV data row 239, column 'annual_avg_wkly_wage' (both area_fips=28000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=55912, 2024=53538. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Mississippi 2019 wkly: 951.0 in [600, 3000]; M2 2024: Mississippi 2024 wkly: 1185.0 in [600, 3000]."
Missouri,I5_REAL_TRAJECTORY,2019=863;2024=1128,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 29000 Missouri -- Statewide.csv :: CSV data row 230, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 29000 Missouri -- Statewide.csv :: CSV data row 224, column 'annual_avg_wkly_wage' (both area_fips=29000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=87153, 2024=87646. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Missouri 2019 wkly: 863.0 in [600, 3000]; M2 2024: Missouri 2024 wkly: 1128.0 in [600, 3000]."
Montana,I5_REAL_TRAJECTORY,2019=998;2024=1219,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 30000 Montana -- Statewide.csv :: CSV data row 193, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 30000 Montana -- Statewide.csv :: CSV data row 189, column 'annual_avg_wkly_wage' (both area_fips=30000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=22793, 2024=23611. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Montana 2019 wkly: 998.0 in [600, 3000]; M2 2024: Montana 2024 wkly: 1219.0 in [600, 3000]."
Nebraska,I5_REAL_TRAJECTORY,2019=1065;2024=1299,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 31000 Nebraska -- Statewide.csv :: CSV data row 206, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 31000 Nebraska -- Statewide.csv :: CSV data row 201, column 'annual_avg_wkly_wage' (both area_fips=31000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=33748, 2024=35095. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Nebraska 2019 wkly: 1065.0 in [600, 3000]; M2 2024: Nebraska 2024 wkly: 1299.0 in [600, 3000]."
Nevada,I5_REAL_TRAJECTORY,2019=1146;2024=1514,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 32000 Nevada -- Statewide.csv :: CSV data row 202, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 32000 Nevada -- Statewide.csv :: CSV data row 177, column 'annual_avg_wkly_wage' (both area_fips=32000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=35310, 2024=35741. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: Nevada 2019 wkly: 1146.0 in [600, 3000]; M2 2024: Nevada 2024 wkly: 1514.0 in [600, 3000]."
New Hampshire,I5_REAL_TRAJECTORY,2019=1067;2024=1325,USD_weekly,2019 and 2024,QCEW24+QCEW19,https://www.bls.gov/cew/downloadable-data-files.htm | https://www.bls.gov/cpi/,2024_annual_by_area.zip | 2019_annual_by_area.zip | cu.data.1.AllItems,"2024: 2024.annual.by_area/2024.annual 33000 New Hampshire -- Statewide.csv :: CSV data row 128, column 'annual_avg_wkly_wage'; 2019: 2019.annual.by_area/2019.annual 33000 New Hampshire -- Statewide.csv :: CSV data row 130, column 'annual_avg_wkly_wage' (both area_fips=33000, own_code=2, industry_code=10, agglvl_code=51); CPI: cu.data.1.AllItems line 3821 (2019) and line 3886 (2024), series_id=CUUR0000SA0, period=M13, column 'value'",FOUND,M1 independent re-extraction (both archives re-opened and re-parsed); M2 range validation 600-3000 on both years,VERIFIED,2026-08-04T19:25:25Z,"own_title='State Government' (own_code 2 = State Government). 2019 annual_avg_emplvl=20306, 2024=19540. disclosure_code 2019='' 2024='' (blank = not suppressed). CPI-U CUUR0000SA0 M13: 2019=255.657, 2024=313.689, read from the file. The 2019 reference year is the single documented anchor-year exception, by design - I5 is a 2019->2024 real change. Real change is a Phase 4 scoring step and is NOT computed here. Keyed on area_fips, not on a 'Statewide' filename filter. M2 2019: New Hampshire 2019 wkly: 1067.0 in [600, 3000]; M2 2024: New Hampshire 2024 wkly: 1325.0 in [600, 3000]."
